,Word,Filipino translation,Valence,Arousal,Dominance
7543,mayhem,labanan,3.59,5.95,3.9
7544,mayonnaise,mayonesa,5.65,3.9,5.88
7545,mayor,alkalde,4.59,4.15,6.21
7546,maze,kalituhan,5.84,4.83,4.56
7547,meadow,kaparangan,7.3,2.62,6.15
7548,meager,"manipis, payat, pahat",3.35,4.63,4.46
7549,meal,pagkain,7.05,4.85,7.11
7550,mean,"masama, madamot",2.43,4.81,4.17
7551,meanie,"masama, maliit ang utak",3.17,4.85,4.48
7552,meaning,kahulugan,6.45,4.05,6.53
7553,meaningful,makabuluhan,6.79,3.78,6.29
7554,meaningless,walang kahulugan,2.95,3.05,3.57
7555,meanness,kasamaan,3.09,5.19,5.09
7556,meantime,samantala,4.44,3.9,5.26
7557,measles,tigdas,2.57,4.5,4.1
7558,measure,sukat,5.14,4.36,5.41
7559,measurement,pagsukat,5.11,3.09,5.18
7560,measuring cup,tasang panukat,5.75,3.62,6.47
7561,measuring tape,"medida, pansukat",5.43,2.15,6.86
7562,meat,karne,6.62,4.3,5.58
7563,meatball,maliit na bola ng karne,6.68,4.79,5.38
7564,meathead,"mahina ang isip, tanga",3.38,4.22,3.81
7565,meatloaf,embutido,5.16,4.46,5.57
7566,mechanic,mekaniko,5.45,4.45,5.15
7567,mechanical,mekanikal,5.67,5.4,5
7568,mechanics,mekanika,6,3.91,5.21
7569,mechanism,mekanismo,4.9,3.64,5.42
7570,med,med ,5,3.52,5.64
7571,medal,medalya,5.2,5.3,5.88
7572,medallion,medalyon,5.85,3.25,5.52
7573,meddle,makialam,3.86,4.35,4.78
7574,medial,gitna,4.65,3.55,4.96
7575,median,nasa gitna,4.5,3.23,5.95
7576,mediation,pagpapamagitan,5.5,2.85,5.77
7577,medic,mediko,5.2,3.55,5.46
7578,medical,medikal,5.22,4.05,4.22
7579,medicate,gamutin,4.15,4.14,5.88
7580,medication,"medikasyon, gamot, paggagamot",3.65,4.56,6.21
7581,medicinal,"medisinal, nakagagamot",5.45,5.87,5.16
7582,medicine,"medisina, gamot",5.9,4,5.35
7583,medieval,"medibal, hinggil sa edad media",5.6,4.4,5.29
7584,mediocre,"walang binatbat, pangkaraniwan ",4.43,3,4.16
7585,mediocrity,mediyokridad,3.71,3.55,3.67
7586,meditate,"magdili-dili, maglimi-limi",6.47,2.85,7.15
7587,meditation,"meditasyon, paglilimi",7.21,2.5,7.35
7588,medium,midyum,4.85,3,5.22
7589,medley,pinagdugtong-dugtong,6.6,4.48,5.95
7590,meek,maamo,4.92,3.14,5.05
7591,meet,makipagkita,6.09,3.71,5.89
7592,meeting,"pagpupulong, miting",4.55,3.71,5.47
7593,mega,mega,5.6,5.11,6.21
7594,melancholy,"melankolya, mapanimdim",3.74,4.13,3.96
7595,mellow,banayad,6.68,2.81,7
7596,melodrama,melodrama,4.25,4.83,4.58
7597,melodramatic,melodramatiko,4.21,5.79,4.57
7598,melody,melodiya,6.65,4.86,6.25
7599,melon,melon,6.32,3.68,5.79
7600,melt,"tunaw, tunawin",5.95,3,4.47
7601,meltdown,"breykdawn, pagbagsak",3.05,4.81,2.96
7602,member,miyembro,5.95,3.47,6.89
7603,membership,pagpapamiyembro,5.61,4.45,5.5
7604,membrane,bamban,4.95,3.23,4.33
7605,memento,"alaala, memento",6.8,4.04,5.29
7606,memo,memo,4.7,2.39,5.86
7607,memorabilia,memorabilya,6.55,3.77,6.05
7608,memorable,"katangi-tangi, masarap alalahanin",6.54,4.83,6.32
7609,memorandum,memorandum,4.5,3.96,6.08
7610,memorial,"memoriyal, pang-alaala",5.72,3.25,5.24
7611,memories,mga alaala,7,4.19,6.11
7612,memorize,isaulo,5.7,3.9,5.65
7613,memory,alaala,6.58,4.08,5.75
7614,menace,"banta, perhuwisyo",3.13,4.89,4.4
7615,menacing,"nagbabanta, namemerhuwisyo",3.14,4.76,4.15
7616,mend,"magsulsi, magsaayos",6.53,3.76,5.83
7617,menial,trabahong pangkatulong,3.8,3.85,5.32
7618,meningitis,meninghitis,2.55,5.41,3.43
7619,menopause,urungan,1.89,3.55,4.32
7620,menstrual,pagreregla,2.79,4.3,3.37
7621,mental,mental,4.58,3.68,5.48
7622,mentality,mentalidad,4.76,4.62,6.24
7623,menthol,mentol,4.9,2.9,5.45
7624,mention,banggitin,5.39,2.65,5.33
7625,mentor,"mentor, tagapayo",7.05,3.5,6.6
7626,menu,menu,6.3,4.17,6.29
7627,meow,ngiyaw (sa pusa),6.14,3.42,5.75
7628,mercenary,mersenaryo,3.89,5.14,4.29
7629,merchandise,paninda,5.21,3.78,4.76
7630,merchant,"komeryante, merkader",5.21,3.68,5.18
7631,merciful,maawain,7,4.22,6.75
7632,merciless,walang-awa,3.05,5.05,5.05
7633,mercury,merkuryo,5.67,4.8,3.96
7634,mercy,awa,6.4,3.67,5.55
7635,mere,"lang, lamang",4.68,3.71,5.21
7636,merengue,merengge,6.47,3.45,5.13
7637,merge,magsanib,4.95,3.5,5.53
7638,merger,pagsasanib,4.09,4.22,4.63
7639,meringue,merengge,6.57,4.04,5.16
7640,merit,merito,6.94,3.16,5.88
7641,mermaid,sirena,7.05,5.58,4.33
7642,merry,masaya,7.2,4.57,7.1
7643,mescaline,meskalina,5,4.65,4.6
7644,mesh,butas sa pagitan ng lambat,5.25,3.11,5.18
7645,mess,"kalat, kaguluhan, problema",3.5,4.7,2.89
7646,message,mensahe,6.18,3.81,6.78
7647,messenger,mensahero,5.65,4.57,5.65
7648,messiah,mesiyas,6.67,3.75,3.71
7649,messy,"makalat, magulo",3,4.61,4.83
7650,metabolic,metaboliko,5.11,4.67,5
7651,metabolism,metabolismo,5.4,4.17,4.36
7652,metal,metal,5.05,3.48,6.54
7653,metallic,metaliko,5.26,4.32,5.17
7654,metamorphosis,"metamorposis, banyuhay",5.25,4.27,5.11
7655,metaphor,metapora,6.11,4.14,5.36
7656,metaphysical,metapisikal,5.48,4,5.37
7657,meteor,bulalakaw,5.1,5.62,3.92
7658,meteorite,bulalato (bato ng bulalakaw),7.25,6.37,3.49
7659,meter,metro,5.53,3.25,5.25
7660,meth,meth,2.55,4.43,3.12
7661,methadone,methadone,3.05,3.76,4.48
7662,methane,methane,3.48,3.73,4.37
7663,method,"metodo, pamamaraan",5.2,4.17,6.13
7664,methodical,"metodikal, masistema",5.11,3.76,5.43
7665,methodology,metodolohiya,4.84,3.41,5.48
7666,meticulous,metikuloso/a,5.14,4.8,5.36
7667,metric,metriko,4.95,3.67,5.13
7668,metropolis,metropolis,4.95,4.95,5.6
7669,metropolitan,metropolitan,5.84,4.91,5.42
7670,mew,"ngumiyaw, maghunos ng balahibo",6.05,4.62,5.56
7671,mezzanine,entresuwelo,5.32,3.77,5.11
7672,micro,mikro,5.5,3.48,4.36
7673,microchip,microchip,5.6,3.52,5.24
7674,microfilm,microfilm,5.53,3.5,5.33
7675,microphone,mikropono,5.11,4.19,5.35
7676,microscope,mikroskopyo,6.33,4,5.05
7677,microscopic,mikroskopiko,5.24,3.86,5.33
7678,microwave,microwave,5.25,4,5.6
7679,mid,nasa gitna,5.21,2.8,5.33
7680,midair,nasa hangin,5,5.23,4.84
7681,midday,"tanghali, katanghalian",5.37,3.63,4.9
7682,middle,kalagitnaan,5.22,2.85,5.11
7683,middleman,"ahente, tulay",4.24,3.92,5.33
7684,middleweight,middleweight,4.1,4.04,4
7685,midget,midyet,4.58,4,3.7
7686,midlife,"midlife, katanghaliang-buhay",4.71,3.09,5.26
7687,midline,sentro,4.79,3.36,4.42
7688,midnight,hatinggabi,6.18,4.05,6.26
7689,midshipman,kadeteng pandagat,4.75,2.72,5.14
7690,midst,kalagitnaan,5.25,2.62,5.08
7691,midsummer,kalagitnaan ng tag-init,6.24,4.8,5.14
7692,midterm,midterm,4.14,4.82,4.28
7693,midtown,kabayanan,5.83,4.2,5.54
7694,midwife,komadrona,5.65,3.14,5.96
7695,mighty,makapangyarihan,6.45,5.43,6.85
7696,mignon,malambing,5.57,3.37,4.82
7697,migraine,"megrima, matinding sakit ng ulo",2.68,4.96,3.11
7698,migrate,"mandayuhan, dumayo",4.57,3.33,5.55
7699,migration,"migrasyon, pandarayuhan",4.52,3.54,4.88
7700,mil,yunit ng taba o laki,4.85,4.05,5.58
7701,mild,banayad,5.9,2.39,5.67
7702,mildew,tagulamin,2.61,4.14,4.19
7703,mile,milya,4.78,3.43,5.33
7704,mileage,milyahe,5.9,2.95,5.64
7705,milestone,muson,6.85,4.56,6.36
7706,militant,militante,3.95,5.38,4.4
7707,military,militar,4.9,5.8,5.89
7708,militia,milisya,4.21,4.36,4.52
7709,milk,gatas,6.74,2.33,6.31
7710,milkman,maggagatas,5.75,2.73,5.54
7711,milkshake,milkshake,7.26,4.05,6
7712,milky,magatas,5,3.7,5.37
7713,mill,"kabyaw, kiskisan",5.39,2.21,4.76
7714,millennium,milenyum,4.85,4.59,4.71
7715,milligram,miligram,5.28,3.1,4.12
7716,millimeter,milimetro,4.86,3.62,5.75
7717,million,milyon,7.55,5.38,5.82
7718,millionaire,milyonaryo,7.32,6.14,5.73
7719,millionth,ikamilyon,5.42,4.64,5
7720,millstone,gilingang-bato,4.86,3.12,6.4
7721,mime,gagarin,4.58,2.81,4.85
7722,mimic,mimik,4.67,3.85,6.05
7723,mince,tadtarin,5.23,4.14,5.68
7724,mincemeat,"giniling, pikadilyo",4.05,3.84,4.19
7725,mind,"pag-iisip, diwa, kamalayan",6.7,5.05,6.09
7726,mindful,"masunurin, palasunod",6.7,6,6.76
7727,mindless,"walang-isip, suwail",3,3.1,3.86
7728,minefield,lupang baunan ng pampasabog,3.65,5.5,3.71
7729,miner,minero,4.81,4.05,4.67
7730,mineral,mineral,6.05,2.86,4.67
7731,mingle,makihalubilo,5.21,4.41,5.36
7732,mini,"maliit, mini",5.86,3,5.16
7733,miniature,minyatura,6.11,3.95,4.39
7734,minibus,minibus,4.89,3.56,4.53
7735,minimal,minimal,4.62,3.41,4.67
7736,minimize,bawasan,5.16,4.19,5.45
7737,minimum,minimum,4.8,3.27,5.22
7738,mining,"pagmimina, minahan",4.5,4.57,5.53
7739,minion,"sipsip, alipores",5.33,5,3.94
7740,minister,ministro,5,3.85,5.65
7741,ministry,ministri,5.08,3.85,4.5
7742,minivan,minivan,4.4,2.95,5.92
7743,mink,mink,5.86,3.24,4.86
7744,minor,menor,4.81,3.26,4.79
7745,minority,minoridad,4.75,3.1,4.88
7746,mint,mint,6.55,4.9,6.62
7747,minty,minty,7,3.19,5.09
7748,minute,minuto,5.5,3.76,4.17
7749,minx,batang babaeng makiri,6.63,3.95,4.78
7750,miracle,milagro,7.3,5.52,5.26
7751,miraculous,mahimala,6.37,6.17,4.38
7752,mirage,tubig-panginorin,4.47,3.8,4.21
7753,mire,"lusak, kumunoy",4.2,3.94,4.19
7754,mirror,salamin,5.9,4.55,5.5
7755,misbehave,"maglikot, magpakasira",3.79,4.28,4.65
7756,miscalculation,miskalkulasyon,3.21,4.71,4.96
7757,miscarriage,"pagkakakunan, pagkakaagas",2.48,5.7,2.33
7758,miscellaneous,"miselanyo, iba-iba",5.38,4,5.11
7759,mischief,"kalokohan, kapilyohan",4.78,5.77,4.97
7760,mischievous,"saragate, basagulero, magaso",4.48,4.88,4.86
7761,misconception,"delusyon, maling intindi o pagkaunawa",3.65,3.45,4.33
7762,misconduct,maling asal o ugali,3.55,4.59,5.16
7763,misdemeanor,maliit na kasalanan,2.76,5.24,3.95
7764,misdirection,"misdireksiyon, maling direksiyon, iligaw",3.7,3.78,3.42
7765,miser,kuripot,3.45,3.88,4.46
7766,miserable,miserable,2.6,5.06,3.86
7767,misery,"paghihirap, hilahil, pighati",2.2,4.82,3.8
7768,misfire,magmintis,2.63,4.64,3
7769,misfit,hindi kasya,4.19,5.09,4.52
7770,misfortune,"kasawiang-palad, kamalasan",2.4,4.24,2.92
7771,misguided,nailigaw,3.58,4.33,3.25
7772,mishap,"kamalasan, trahedya",3.5,4.61,3.26
7773,mislead,"iligaw, napaglalangan",3.2,5.1,4.2
7774,misleading,napaglalangan,3.14,4.48,3.69
7775,misplace,"iwala, iwaglit",3.15,4.83,4.14
7776,misread,maling unawa sa binasa,3.59,3.79,3.33
7777,miss,"magmintis, mawala, mangulila",4.1,3.9,5.12
7778,missile,"misel, bomba",2.85,5.67,4.2
7779,mission,misyon,6.39,5.52,4.89
7780,missionary,misyonaryo,5.33,4.24,5.6
7781,missy,binibini,5.4,3.39,4.82
7782,mist,hamog,6.47,3.05,4.7
7783,mistake,pagkakamali,2.89,4.93,4.69
7784,mister,"mister, ginoo",5.56,3.2,4.83
7785,mistletoe,mistletoe,7.1,4.77,6.57
7786,mistress,"ginang, kabit",3.86,5.96,5.33
7787,mistrial,"maling paglilitis, mistrayal",4.15,3.29,4.3
7788,mistrust,"suspetsa, hinala, duda",2,5.09,4.45
7789,misty,"mahamog, malabo",5.14,2.5,5
7790,misunderstand,maling pagkakaintindi,4.05,5.09,3.5
7791,misunderstanding,di-pagkakaintindihan,2.86,4.52,3.83
7792,misuse,"maling paggamit, abusuhin",3.25,4.48,4.9
7793,mite,"kuto, kagaw, niknik",3.9,4.68,5.19
7794,miter,mitra,4.53,3.05,4.4
7795,mitigate,"pagaanin, ibsan",5.38,3.9,5.86
7796,mitigating,"pagpapagaang, pagpapahina",4.47,3.85,4.7
7797,mitt,guwantes,5.48,2.75,5
7798,mitten,guwantes,5.6,2.33,5.91
7799,mitzvah,"kautusan, pagtalima sa batas",4.47,4.22,5.06
7800,mix,halo,5.71,2.86,5.56
7801,mixer,"panghalo, tagahalo",4.9,4.17,5.18
7802,mixture,"timpla, pinaghalo-halo",5.9,3.52,6
7803,mnemonic,"nemonik, pangsaulo",5.1,3.45,5.32
7804,moan,"halinghing, atungal",4.05,5.52,6.04
7805,moat,kanal sa paligid ng kuta,5.19,4.17,4.95
7806,mob,"dumog, kuyog, sindikato",3.7,4.86,3.47
7807,mobile,"palipat-lipat, madadala kahit saan",5.81,3.76,5.9
7808,mobility,"mobilidad, mobiliti",5.53,4.7,7.11
7809,mobilize,"pakilusin, mobilisahin",5.95,4.56,6.18
7810,mobster,"mga butangero, maton",3.05,5.14,4.04
7811,mocha,mocha,6.53,3.36,5.61
7812,mock,"aglahiin, tuyain, kutyain",3.81,4.95,5.17
7813,mockery,"panlilibak, panunuya, pag-aglahi",2.95,4.48,4.11
7814,mockingbird,mockingbird,6.37,4.62,5.48
7815,mod,nasa uso,5.57,3.65,4.81
7816,mode,pamamaraan,5.25,3.43,6.1
7817,model,"model, modelo",6.38,3.9,6.53
7818,modeling,"modeling, pagmomodelo",5.67,3.92,4.65
7819,modem,modem,5.29,3.55,4.5
7820,moderate,katamtaman,5.52,4,5.53
7821,moderation,"moderasyon, katimpihan",5.3,3.67,5.44
7822,modern,moderno,6.05,5.4,5.31
7823,modest,"mahinhin, kimi, mabini",6.42,2.93,7.05
7824,modesty,"pagkamahinhin, pagkakimi, pagkamabini",6.19,4.41,5.81
7825,modicum,"karampot, katiting",4.95,3.33,5.18
7826,modification,modipikasyon,5.05,4.1,6.62
7827,modify,"modipika, baguhin, pahinain",5.1,3.78,6.43
7828,module,modyul,4.9,4.33,5.41
7829,mogul,mogul,5.42,3.48,5.11
7830,moist,mamasa-masa,5.53,4.2,4.5
7831,moisture,kahalumigmigan,5.5,4.39,4.14
7832,moisturizer,"pampahalumigmig, pampamasa-masa",6.35,2.95,5.86
7833,molar,"molar, bagang",4.73,3.54,5.12
7834,molasses,"molases, pulot",5.9,3.09,5.71
7835,mold,"amag, molde",2.71,3.77,4.5
7836,moldy,maamag,1.95,4.35,4.29
7837,mole,nunal,4.23,3.81,5.32
7838,molecular,molekyular,5.5,3.52,5.14
7839,molecule,molekyul,5.37,3.7,4.75
7840,molest,"molestiya, abusuhin",1.89,6.43,2.57
7841,molester,"nang-abuso, nangmolestiya",1.48,5,3.22
7842,molten,"lusaw, nagbabaga, pugnaw",4.75,4.26,4.08
7843,mom,"ina, nanay",7.64,4.62,6.29
7844,moment,"sandali, saglit, panahon",6.1,4.05,6
7845,momentary,"panandalian, momentaryo",4.95,3.73,4.8
7846,momentous,"napakahalaga, napakaimportante",6.35,4.9,5.95
7847,momentum,momentum,6.1,4.14,5.16
7848,momma,nanay,7.45,3.45,5.11
7849,mommy,"nanay, mommy",7.39,3.7,4.89
7850,monarch,monarka,4.33,3.41,3.78
7851,monarchy,monarkiya,3.29,3.7,4.04
7852,monastery,monasteryo,4.75,2.5,4.59
7853,monetary,"monetaryo, pananalapi",6.32,4.46,5.62
7854,money,"pera, salapi",7.1,6.86,6.32
7855,mongoloid,mongoloyd,4.23,4.28,3.79
7856,mongoose,mongoose,4.95,3.55,4.23
7857,mongrel,mongrel,3.47,4.5,3.46
7858,monitor,monitor,5.05,3.86,5.81
7859,monk,monghe,4.9,2.61,5.04
7860,monkey,"unggoy, tsonggo",5.82,5.15,5.74
7861,mono,mono,3.85,3,4.88
7862,monogamous,monogamus,7.05,4.4,7
7863,monogamy,monogamiya,6.43,3.48,5.57
7864,monogrammed,monogramo,4.79,2.82,4.78
7865,monolith,"malaking bloke ng bato, monolitiko",5.24,3.57,4.32
7866,monologue,monologo,5.43,3.05,4.67
7867,monopoly,monopolyo,5.29,4.83,6.14
7868,monotonous,hindi nagbabago,3.05,2.68,4.55
7869,monoxide,monoxide,3,4.55,4.85
7870,monsieur,"mister, ginoo",5.5,3.3,5.89
7871,monsoon,"monsoon, habagat",2.85,4.5,3.09
7872,monster,halimaw,2.55,5.55,5
7873,monstrosity,matinding kasamaan,3.84,5.83,4.21
7874,monstrous,"malahalimaw, kahindik-hindik",3.43,5.9,3.86
7875,montage,montahe,5.48,4.85,5.76
7876,month,buwan,5.78,3.64,5.05
7877,monthly,buwanan,5.32,3.5,4.67
7878,monument,monumento,6.24,2.82,5.45
7879,monumental,monumental,5.74,5.24,6.06
7880,moo,"umunga, atungal ng hayop",5.48,3.95,5.18
7881,mooch,"manghingi, mang-umit, magdilihensiya",3.71,5.8,5.2
7882,mood,"disposisyon, pakiramdam",5.29,4.5,5.79
7883,moody,sumpungin,3.71,5,4.26
7884,moon,buwan,7,3.43,6.11
7885,moonbeam,liwanag o sinag ng buwan,7.17,4.52,4.82
7886,moonlight,ilaw ng buwan,7.05,3.61,6.28
7887,moonlit,nasisinagan o naliliwanagan ng buwan,7.24,3.96,6.05
7888,moonshine,"liwanag ng buwan, salitang walang saysay",5.5,4.67,4.95
7889,moonwalk,kilos na parang naglalakad sa buwan,6.18,5.15,6.08
7890,moor,"ipugal, iangkla",4.95,3.95,5.28
7891,moose,hayop an kahawig ng usa,6.71,4.85,4.97
7892,moot,pinagsasanayan,4.62,3.71,5.52
7893,mop,lampaso,4.53,3.14,5.32
7894,mope,"magmaktol, magtampo, malungkot",3.27,3.26,4.76
7895,moped,"nagmaktol, nagtampo",5,3.62,5.38
7896,moral,moral,6.85,3.73,6.31
7897,morale,"digla, saya ng diwa",5.95,4.1,6.23
7898,morality,moralidad,6.48,4.76,6.5
7899,moray,uri ng igat,4.74,4.45,5.24
7900,morbid,morbid,2.73,5.29,4.49
7901,mores,"kaugalian, kostumbre",5.17,2.6,4.44
7902,morgue,morge,1.79,3.48,3.32
7903,morn,umaga,3.62,3,4.3
7904,morning,kaumagahan,6.41,3.95,6.35
7905,moron,"moron, uto-uto",4.3,4.5,4.55
7906,moronic,"moronik, maypagkauto-uto",3.25,3.81,3.2
7907,morph,"porma, tindig, hugis",5.5,5.19,4.65
7908,morphine,morpina,4.58,5.14,4.57
7909,morsel,"piraso, pispis, mumo",5.3,3.41,5.52
7910,mortal,"mortal, namamatay",4.39,3.55,3.88
7911,mortality,mortalidad,5.15,6.9,3.58
7912,mortar,"almires, lusong, durugan",4.14,4.37,4.94
7913,mortgage,"sanla, iprenda",3.45,4.43,3.74
7914,mortician,tagapamahala ng punerarya,3.56,3.33,3.59
7915,mortuary,mortuwaryo,2.21,3.59,3.91
7916,mosaic,mosaik,6.33,3.7,5.19
7917,mosey,mabagal na paglalakad,5.85,4.5,5.36
7918,mosque,moske,4.11,3,4.04
7919,mosquito,lamok,3.12,5.17,3.88
7920,motel,motel,5.3,3.55,4.52
7921,moth,mariposa,4.47,2.55,4.6
7922,mother,nanay,7.53,4.73,6.11
7923,motherfucker,putang-ina,1.61,7.33,2.56
7924,motherfucking,putang-ina,3.95,5.92,4.16
7925,motherhood,pagkaina,6.8,5.52,6
7926,motherland,inang-bayan,5.8,4.22,5.76
7927,motherless,walang ina,1.9,4.52,4.23
7928,motherly,parang ina,7.67,3.74,5.08
7929,motif,tema,5.27,4.24,6.42
7930,motion,"paggalaw, mosyon",5.8,4.71,6.15
7931,motivate,"ipursige, motibahin",6.05,5.09,7.22
7932,motivation,"pagpursige, motibasyon",6.24,4.73,6.35
7933,motivational,"nakakapursige, motibasyonal",6.76,6.37,7.14
7934,motive,motibo,5.32,4.86,6.2
7935,motley,"sari-sari, iba-iba",4.89,2.95,4.52
7936,motor,de-motor,5.64,5.42,5.5
7937,motorbike,motorsiklo,5.95,5.68,5.58
7938,motorboat,bangkang de-motor,6.2,4.22,5.18
7939,motorcade,motorkada,4.64,4.67,4.81
7940,motorcar,kotse,5.7,3.95,6.03
7941,motorcycle,motorsiklo,5.8,5.8,5.55
7942,motorist,motorista,5.47,4.24,5.83
7943,motto,"kasabihan sa buhay, moto",5.95,3.86,6.3
7944,mould,molde,3.57,3.35,5.28
7945,mound,tambak,5.43,3.63,5.5
7946,mount,umakyat,5.38,4.09,5.63
7947,mountain,bundok  ,6.65,4.12,6.18
7948,Mountain Dew,Mountain Dew,5.47,5.05,5.74
7949,mountaintop,taluktok,6.5,4.28,5.46
7950,mourn,"nagluluksa, luksa",2.4,4.95,4.08
7951,mournful,nagluluksa,3.32,2.78,3.59
7952,mourning,pagluluksa,1.71,3.9,3.64
7953,mouse,daga,4.8,3.38,4.29
7954,mousetrap,"panghuli ng daga, pambitag ng daga",4.82,4.05,5.5
7955,mousse,mousse,6,3.19,6.04
7956,moustache,bigote,5.35,3.23,5.32
7957,mousy,tahimik,3.74,3.1,3.2
7958,mouth,bibig,5.59,4.14,6
7959,mouthful,isang subo,4.88,3.8,4.64
7960,mouthpiece,"parte ng telepono na pinagsasalitaan, bokilya",4.65,3.62,4.62
7961,mouthwash,pangmumog,5.7,2.67,5.38
7962,move,ilipat,4.95,4.24,5.12
7963,movement,kilusan,6.58,4,5.96
7964,mover,"tagagalaw, tagalipat",4.55,3.82,5.42
7965,movie,pelikula,7.24,4.39,5.68
7966,mow,"gapasan, tabasan",4.94,4.17,5.58
7967,mower,"tagatabas, pantabas, tagagapas, panggapas",4.76,2.79,5.45
7968,moxie,"sigla, determinasyon",6.1,3.78,5.79
7969,mozzarella,mosarela,7.19,4.54,6.29
7970,muck,putik,3.14,3.55,4.09
7971,mucous,sipon,2.95,3.83,4.41
7972,mucus,sipon,2.84,4.17,4.16
7973,mud,putik,5.06,3.19,4.27
7974,muddle,"palabuin, lituhin, guluhin",4.47,3.05,4.8
7975,muddy,puno ng putik,4.14,4.2,4.6
7976,muff,"sirain, magpakalampa",5.63,3.59,4.43
7977,muffin,muffin,7.1,4.05,6.29
7978,muffled,hindi marinig,4.74,3.86,4.18
7979,muffler,"pampahina ng tunog, balabal",3.63,4.27,4.64
7980,mug,tasa,4.16,3.83,4.82
7981,mugger,magnanakaw,1.9,5.67,2.97
7982,mulberry,"mulberry, amoras",5.74,2.75,5.43
7983,mulch,pantakip na dayami sa halaman,5.33,3.52,5.24
7984,mule,mola,4.26,2.78,4.5
7985,mull,"pag-isipan, wariin",4.38,3.12,5.11
7986,mullet,banak,3.86,3.81,5.64
7987,multimedia,multimedia,6.53,4.8,5.9
7988,multinational,multinasyonal,5.3,3.94,5.33
7989,multiple,marami,5,4,5.64
7990,multiple sclerosis,multiple sclerosis,2.45,5.11,2.33
7991,multiplex,"marami, multipleks",5.09,4.95,5.45
7992,multiply,"dumami, paramihin",5.43,4.39,5.48
7993,multitude,"karamihan, rekwa",5,4.09,5.16
7994,mum,tahimik,5.43,3.35,4.54
7995,mumble,bumulong-bulong,4.4,3.19,3.68
7996,mumbo,mumbo,4.76,5.1,4.75
7997,mummy,nanay,4.81,3.75,4.4
7998,mumps,beke,2.61,3.84,3.44
7999,munch,"ngatngatin, nguya-nguyain",6.32,3.62,6.14
8000,munchkin,"maliit na tao, bata",6.95,4.27,4.13
8001,mundane,makamundo,3.63,2.76,4
8002,municipal,munisipal,4.89,3.05,4.92
8003,mural,miyural,6.67,3.4,5.95
8004,murder,pagpatay ng tao,1.48,6.24,3.38
8005,murderer,mamamatay-tao,1.92,6.83,2.83
8006,murderess,babaeng mamamatay-tao,2.56,5.8,3.52
8007,murderous,namamatay-tao,2.05,7.05,2.95
8008,murky,"madilim, maputik-putik, malabo",3.4,3.45,3.77
8009,murmur,"bulong, ungol, aliw-iw",4.57,4.08,4.36
8010,muscle,kalamnan,6.15,4.55,6.81
8011,muscular,maskulado,6.32,4.98,6.52
8012,muse,"inspirasyon, musa",6.3,4.75,6.12
8013,museum,museo,6.67,3.74,5.4
8014,mush,pagkasentimental,4.05,3.21,4.79
8015,mushroom,kabute,5.61,3.14,5.5
8016,mushy,"malambot, sentimental",4.6,3.71,5.47
8017,music,musika ,7.67,5.57,6.5
8018,musical,musikal,7.68,5.63,5.43
8019,musician,musikero,6.79,5.52,5.7
8020,musk,musk,4.5,2.45,4.56
8021,musket,muskete,4.13,4,4.64
8022,musketeer,sundalong armado ng musketa,4.76,4.71,4.96
8023,muskrat,"muskrat, dagang-tubig",4.15,3.5,4.32
8024,must,kailangan,5.45,4.1,5.06
8025,mustang,mustang,6.32,6.14,6
8026,mustard,"mustasa,  mustard",4.74,3.39,5.69
8027,muster,"pangangalap, tipunin",4.67,3.65,5.41
8028,musty,masangsang,3.37,3.5,4.22
8029,mutant,halimaw,5.06,4.61,4.53
8030,mutate,magkaroon ng pagbabago,4.16,5.88,4.04
8031,mutation,mutasyon,4.14,4.56,4.16
8032,mute,pipi,3.95,2.45,4.18
8033,muted,napipi,3.63,2.15,4.9
8034,mutilate,putol-putolin,2,4.96,2.91
8035,mutilated,"putol-putol, myutileyted",2.73,6,3.32
8036,mutilation,"pagputol-putol, mutilasyon",2.27,5.38,2.73
8037,mutiny,rebelyon,4.2,5.18,4.56
8038,mutt,"asong kalye, taong uto-uto",4.84,4.14,4.5
8039,mutter,"bumulong-bulong, anas",4.4,3.67,5.57
8040,mutual,"magkauri ang pagtuturingan, mutwal",6.48,3.5,6.45
8041,muzzle,"busal, pigilin",3.95,4.65,3.54
8042,myriad,napakalaking bilang,5.52,3.52,5.41
8043,mysterious,misteryoso,6.05,5.45,4.76
8044,mystery,misteryo,5.29,5.04,4.33
8045,mystic,mistiko,6.12,4.52,4.7
8046,mystical,mistikal,6.57,5.04,5.79
8047,mysticism,mistisismo,6,4.29,4.58
8048,mystified,"pahiwagain, pagtakahin",6.05,5.8,4.67
8049,mystique,"hiwaga, kulto",6.52,5.67,5.32
8050,myth,mito,6.11,4,5.38
8051,mythical,"mitikal, likhang-isip",6.11,5.1,4.91
8052,mythology,mitolohiya,6.1,4.27,4.81
8053,nab,"nahuli sa akto, madakip",3.65,4.27,4.84
8054,nacho,nacho,7.05,4.38,5.82
8055,nada,"nada, wala",4.57,3.7,4.11
8056,nag,"nag, talakan",2.3,4.72,3.96
8057,nail,"kuko, pako",4.6,3.05,5.17
8058,nail gun,baril para sa pako,4.09,4.85,5.96
8059,naive,"walang alam, inosente",4.22,3.86,5
8060,naked,"hubad, hubo",6.21,5.58,5.6
8061,nakedness,walang kahit anong saplot,6.67,6.62,5.21
8062,name,pangalan,5.62,3.04,5.14
8063,nameless,walang pangalan,2.79,2.8,4.58
